"spkid","full_name","epoch_mjd","a","e","i","om","w","ma"
54329630,"       (2022 UN85)",60800,2.655,0.6472,16.33,47.94,95.36,183.24
54330581,"       (2022 UN93)",60800,1.533,0.2221,8.25,255.74,105.38,138.35
54337029,"       (2022 UJ106)",60800,2.812,0.5646,5.65,250.95,120.26,210.91
54357348,"       (2022 UU123)",60800,2.527,0.6065,0.98,209.79,187.45,225.36
54360413,"       (2022 UY123)",59868,2.704,0.6316,2.95,203.31,173.37,0.94
54399499,"       (2022 UE146)",59870,1.925,0.4844,3.16,204.93,190.78,356.47
54417167,"       (2022 UL147)",60800,2.282,0.6203,3.66,32.20,310.71,273.79
54435210,"       (2022 UL152)",59883,1.274,0.5919,18.19,216.57,291.70,319.66
54322894,"       (2022 VA)",60800,2.106,0.5603,11.83,225.79,216.84,284.07
54322896,"       (2022 VB)",59884,1.334,0.2456,18.64,34.52,325.05,23.49
54322908,"       (2022 VC)",60800,2.084,0.5295,10.47,222.47,202.24,292.85
54322909,"       (2022 VD)",60800,1.55,0.4032,5.61,222.28,218.82,90.01
54323525,"       (2022 VE)",60800,1.085,0.3189,6.33,216.54,288.33,9.36
54323526,"       (2022 VF)",60800,1.065,0.2013,1.33,225.37,90.86,161.47
54323527,"       (2022 VG)",60800,0.9812,0.2961,0.31,347.79,300.64,284.80
54323528,"       (2022 VH)",60800,1.067,0.3541,15.39,35.15,260.35,160.23
54323533,"       (2022 VJ)",60800,1.276,0.2728,7.30,229.58,114.32,297.71
54324405,"       (2022 VP)",60800,1.16,0.2068,2.21,77.39,25.52,318.21
54324406,"       (2022 VQ)",60800,1.398,0.3802,0.44,201.23,277.34,145.79
54324408,"       (2022 VR)",60800,1.462,0.1743,6.22,109.03,306.12,141.23
54324409,"       (2022 VS)",60800,1.411,0.2197,9.61,195.26,95.62,268.13
54324410,"       (2022 VT)",60800,1.765,0.4189,30.97,231.43,230.42,1.93
54324412,"       (2022 VU)",60800,0.9683,0.1173,15.68,226.62,15.79,19.67
54324411,"       (2022 VV)",60800,1.009,0.2214,14.98,38.85,191.74,332.91
54324674,"       (2022 VX)",60800,1.541,0.3627,0.88,38.56,45.99,90.52
54324673,"       (2022 VY)",60800,1.19,0.3053,10.72,223.51,255.94,287.46
54324676,"       (2022 VA1)",60800,1.187,0.1292,8.86,204.40,133.49,29.11
54324675,"       (2022 VB1)",60800,2.591,0.5337,14.60,72.51,8.70,206.24
54325099,"       (2022 VC1)",60800,1.4,0.2169,28.07,36.04,37.44,164.23
54325100,"       (2022 VD1)",60800,1.692,0.3126,24.95,52.19,296.72,77.53
54325101,"       (2022 VE1)",60800,2.442,0.6849,0.21,12.20,322.91,247.42
54325517,"       (2022 VF1)",60800,2.037,0.6448,5.54,250.30,72.84,325.41
54326415,"       (2022 VG1)",60800,2.572,0.6413,2.58,36.65,325.90,225.28
54326418,"       (2022 VH1)",60800,1.473,0.4316,44.48,295.68,34.04,161.91
54326646,"       (2022 VK1)",59900,1.187,0.8219,14.44,239.35,28.10,39.97
54326647,"       (2022 VL1)",60800,2.433,0.6001,2.34,228.84,200.71,230.85
54326648,"       (2022 VM1)",60800,1.09,0.0771,26.33,48.30,358.55,66.30
54326649,"       (2022 VN1)",60800,1.034,0.3345,10.07,230.04,74.92,193.60
54326651,"       (2022 VO1)",60800,1.148,0.1373,10.42,228.31,202.02,348.91
54326650,"       (2022 VP1)",60800,1.798,0.4749,1.97,6.14,82.21,355.27
54326658,"       (2022 VQ1)",60800,1.1,0.3256,4.08,39.11,270.46,114.85
54326659,"       (2022 VR1)",60800,0.9943,0.1676,5.83,242.57,270.49,92.63
54326660,"       (2022 VS1)",60800,1.674,0.4233,5.75,238.74,209.33,36.71
54326661,"       (2022 VT1)",59897,2.717,0.6298,3.89,246.79,143.33,3.76
54326662,"       (2022 VU1)",60800,1.764,0.4428,5.08,233.23,205.44,10.07
54326663,"       (2022 VX1)",59897,2.321,0.5641,17.61,36.48,332.52,9.85
54326761,"       (2022 VY1)",60800,2.124,0.5911,15.69,212.95,133.10,303.04
54326762,"       (2022 VZ1)",60800,2.754,0.6542,16.42,226.00,150.36,200.32
54326763,"       (2022 VA2)",60800,1.755,0.4423,4.17,210.02,171.33,33.13
54326764,"       (2022 VB2)",60800,2.515,0.6063,5.86,234.39,197.80,218.13
54326765,"       (2022 VC2)",59893,1.018,0.1762,19.08,222.50,84.53,79.06
54326766,"       (2022 VD2)",59895,1.576,0.3735,2.42,240.05,139.57,12.20
54326767,"       (2022 VE2)",60800,2.205,0.5313,5.16,221.88,170.42,276.41
54326769,"       (2022 VG2)",60800,1.36,0.3956,10.15,231.26,111.60,232.50
54326768,"       (2022 VH2)",60800,1.761,0.4298,1.97,37.95,23.44,16.99
54326955,"       (2022 VJ2)",60800,2.232,0.5381,7.17,44.91,38.33,257.21
54326956,"       (2022 VL2)",60800,2.153,0.4282,23.87,74.57,17.36,280.70
54326957,"       (2022 VM2)",60800,1.32,0.2390,4.12,227.62,194.14,220.13
54326958,"       (2022 VN2)",59901,1.828,0.5085,8.93,51.64,62.36,341.96
54326959,"       (2022 VO2)",59897,1.382,0.5200,2.43,35.64,108.17,324.68
54326960,"       (2022 VP2)",60800,0.8901,0.2059,23.06,232.58,43.15,96.19
54326961,"       (2022 VQ2)",59900,1.42,0.3174,13.43,52.11,312.14,26.73
54327187,"       (2022 VR2)",59902,2.537,0.5835,10.56,234.11,180.10,0.14
54327188,"       (2022 VS2)",59898,1.901,0.5839,1.23,299.94,182.89,339.84
54327189,"       (2022 VT2)",60800,1.896,0.4830,1.73,249.79,185.75,332.72
54327190,"       (2022 VU2)",59900,1.42,0.2974,28.18,48.13,301.72,34.53
54327191,"       (2022 VV2)",60800,2.406,0.6120,4.55,76.36,301.01,245.38
54327192,"       (2022 VW2)",60800,2.459,0.5745,3.21,234.05,162.99,233.86
54327193,"       (2022 VX2)",60800,1.686,0.4464,12.24,207.93,136.19,68.19
54327471,"       (2022 VY2)",60800,1.91,0.4588,1.39,17.60,51.66,330.71
54327485,"       (2022 VZ2)",60800,1.575,0.2309,33.59,54.29,11.51,82.62
54327486,"       (2022 VA3)",60800,0.9773,0.3195,13.13,241.76,12.98,323.76
54327890,"       (2022 VC3)",60800,2.633,0.5129,27.33,27.77,77.52,203.92
54330043,"       (2022 VW3)",60800,2.255,0.5425,7.97,65.33,350.14,262.15
54327194,"       (2022 WA)",60800,1.177,0.5120,8.17,54.36,104.99,289.74
54327195,"       (2022 WB)",59899,2.576,0.6089,10.95,235.07,148.61,5.95
54327196,"       (2022 WC)",59905,1.482,0.7971,3.98,51.61,235.47,27.78
54327197,"       (2022 WD)",59899,1.977,0.4922,2.42,53.66,19.56,353.96
54327374,"       (2022 WE)",60800,2.029,0.7700,4.70,126.76,173.74,327.98
54327376,"       (2022 WF)",59906,2.748,0.6557,3.12,238.34,142.22,7.02
54327377,"       (2022 WJ)",59900,1.517,0.3833,13.85,233.46,135.16,20.14
54327470,"       (2022 WK)",60800,1.364,0.2959,3.30,4.17,3.70,223.62
54327472,"       (2022 WL)",59899,1.059,0.4221,16.44,52.07,110.34,299.41
54327473,"       (2022 WM)",59900,2.72,0.6252,15.95,231.81,152.95,5.24
54327474,"       (2022 WN)",60800,1.274,0.2133,24.22,233.37,157.43,271.77
54327475,"       (2022 WO)",59900,1.768,0.4690,5.70,47.91,47.42,345.56
54327476,"       (2022 WP)",59901,1.445,0.2734,27.55,49.51,46.14,334.92
54327477,"       (2022 WQ)",60800,0.9114,0.1536,22.57,233.56,320.59,172.31
54327478,"       (2022 WR)",59900,1.078,0.1990,11.16,234.70,272.58,286.80
54327480,"       (2022 WS)",60800,1.183,0.2082,5.41,54.93,49.49,295.98
54327481,"       (2022 WU)",60800,1.072,0.1876,5.09,242.63,304.33,322.76
54327482,"       (2022 WV)",60800,2.469,0.5483,2.36,60.41,8.18,224.59
54327483,"       (2022 WW)",60800,1.675,0.4042,1.49,194.34,265.40,30.78
54327484,"       (2022 WX)",60800,2.004,0.5088,9.33,56.91,43.76,299.06
54327487,"       (2022 WY)",60800,1.679,0.4138,5.72,51.42,34.48,35.01
54327488,"       (2022 WZ)",60800,1.612,0.3699,8.94,235.74,129.97,92.59
54327489,"       (2022 WA1)",59900,1.274,0.3251,4.71,52.75,289.84,39.08
54327490,"       (2022 WB1)",60800,1.551,0.3425,16.71,241.41,148.51,108.86
54327491,"       (2022 WC1)",59904,1.961,0.4845,8.06,49.17,343.71,7.30
54327492,"       (2022 WD1)",59899,1.242,0.3036,20.26,54.27,74.33,316.32
54327494,"       (2022 WE1)",60800,0.9544,0.0900,7.31,237.63,42.16,357.98
54327493,"       (2022 WF1)",60800,1.34,0.4152,3.03,228.23,104.29,248.56
54327495,"       (2022 WG1)",59900,2.843,0.8256,9.78,58.12,96.85,350.08
54327739,"       (2022 WH1)",59909,1.882,0.4182,22.65,242.98,152.21,10.92
54327740,"       (2022 WJ1)",59902,1.905,0.5131,2.62,56.72,35.11,349.73
54327741,"       (2022 WK1)",59900,1.674,0.4831,7.90,60.95,63.49,335.22
54327742,"       (2022 WM1)",60800,2.884,0.7215,20.77,69.35,274.73,192.55
54327744,"       (2022 WN1)",59902,1.577,0.3605,15.92,236.16,206.91,347.77
54327743,"       (2022 WO1)",60800,1.223,0.1744,13.39,58.86,359.30,292.61
54327746,"       (2022 WP1)",60800,2.443,0.5098,9.38,258.04,166.07,229.62
54327745,"       (2022 WQ1)",59903,1.28,0.5059,1.04,13.06,143.16,319.99
54327747,"       (2022 WR1)",59905,1.365,0.1786,13.59,226.14,181.78,7.93
54327748,"       (2022 WS1)",60800,1.667,0.2837,36.56,60.26,7.51,52.18
54327882,"       (2022 WU1)",59900,1.647,0.4911,4.35,242.62,103.48,23.96
54327883,"       (2022 WV1)",59900,1.505,0.3081,16.85,58.48,38.80,338.15
54327884,"       (2022 WW1)",59904,1.849,0.5820,4.21,201.67,303.61,335.91
54327885,"       (2022 WX1)",60800,1.821,0.5253,9.69,103.70,243.33,22.84
54327886,"       (2022 WY1)",59900,1.896,0.4822,6.88,232.19,154.35,9.11
54327888,"       (2022 WZ1)",59903,2.144,0.5444,8.70,60.81,23.55,353.20
54327889,"       (2022 WA2)",60800,1.36,0.3900,0.88,103.26,23.92,164.60
54327893,"       (2022 WC2)",59903,1.534,0.3330,14.49,241.77,148.32,13.35
54327892,"       (2022 WD2)",59905,1.811,0.4613,5.62,61.62,29.80,348.51
54327894,"       (2022 WE2)",60800,1.691,0.5255,7.04,57.28,64.49,21.95
54327895,"       (2022 WF2)",60800,0.9728,0.3749,1.67,250.87,49.79,274.77
54327897,"       (2022 WG2)",60800,2.17,0.4223,25.17,63.15,40.03,256.35
54327896,"       (2022 WH2)",59905,1.801,0.4401,6.56,234.81,178.60,1.57
54327898,"       (2022 WJ2)",60800,2.623,0.6101,3.79,91.63,1.00,200.78
54327899,"       (2022 WK2)",59902,1.503,0.3811,6.40,52.98,72.30,327.39
54327900,"       (2022 WL2)",60800,0.8398,0.2620,11.37,59.63,147.53,297.40
54327901,"       (2022 WM2)",59903,2.514,0.5942,21.25,60.07,325.34,6.69
54327902,"       (2022 WN2)",60800,1.019,0.0630,9.67,58.77,74.85,72.20
54327903,"       (2022 WO2)",59902,0.7148,0.4871,1.93,103.11,122.44,211.09
54327904,"       (2022 WR2)",60800,0.9802,0.0894,14.27,59.57,114.63,82.90
54327906,"       (2022 WS2)",60800,1.171,0.3131,14.68,238.06,263.19,288.08
54327905,"       (2022 WT2)",59903,1.037,0.3527,34.80,232.02,77.03,65.57
54327908,"       (2022 WU2)",59906,2.426,0.5392,1.32,76.51,341.20,357.97
54327907,"       (2022 WV2)",60800,3.237,0.7846,6.33,221.98,109.07,161.50
54327909,"       (2022 WW2)",60800,0.9628,0.3648,1.00,222.45,56.57,318.09
54327910,"       (2022 WX2)",60800,1.915,0.4336,3.65,199.08,246.25,323.75
54327911,"       (2022 WY2)",60800,2.362,0.5365,3.82,81.41,338.99,242.74
54327912,"       (2022 WZ2)",59907,1.299,0.2552,21.67,64.55,269.14,58.12
54327914,"       (2022 WB3)",60800,1.992,0.3687,9.85,284.66,169.18,304.66
54327913,"       (2022 WC3)",60800,1.086,0.1329,2.59,181.29,141.71,136.40
54328003,"       (2022 WD3)",59903,1.561,0.3603,24.13,61.88,35.73,341.90
54328005,"       (2022 WE3)",60800,0.9046,0.1644,7.17,56.47,175.09,134.52
54328006,"       (2022 WF3)",59906,2.18,0.6706,8.93,219.28,286.96,343.00
54328007,"       (2022 WG3)",60800,1.148,0.1451,8.72,68.00,283.91,50.26
54328008,"       (2022 WH3)",60800,1.769,0.3949,5.10,195.25,268.68,356.39
54328009,"       (2022 WJ3)",59903,2.356,0.6641,2.32,168.65,322.81,346.23
54328010,"       (2022 WK3)",60800,1.282,0.2126,8.79,232.08,173.93,256.98
54328011,"       (2022 WL3)",59901,2.543,0.6130,7.17,49.22,343.34,4.35
54328012,"       (2022 WM3)",60800,0.8564,0.2225,4.14,57.92,216.97,160.25
54328013,"       (2022 WN3)",60800,1.749,0.6436,6.10,59.50,271.35,42.33
54328014,"       (2022 WO3)",60800,1.107,0.1660,8.11,238.13,116.39,85.34
54328016,"       (2022 WP3)",60800,0.9462,0.2625,20.16,238.21,306.93,137.20
54328015,"       (2022 WQ3)",60800,1.568,0.4369,20.00,59.50,49.94,69.98
54328059,"       (2022 WR3)",59905,1.373,0.2306,14.24,239.82,191.68,353.18
54328060,"       (2022 WS3)",60800,2.513,0.6100,1.82,58.12,340.51,225.58
54328061,"       (2022 WT3)",60800,2.924,0.6146,11.72,174.09,314.87,161.17
54328062,"       (2022 WU3)",59904,1.773,0.5209,0.73,153.28,205.99,18.01
54328063,"       (2022 WV3)",59908,2.293,0.5884,6.40,84.22,271.91,15.77
54328064,"       (2022 WX3)",60800,0.9231,0.2261,7.31,226.24,324.59,162.45
54328065,"       (2022 WY3)",60800,1.396,0.2781,10.01,63.45,4.52,169.90
54328067,"       (2022 WA4)",60800,1.068,0.1280,4.22,58.71,63.58,28.98
54328066,"       (2022 WB4)",60800,1.967,0.3965,50.97,235.91,284.48,269.10
54328068,"       (2022 WC4)",60800,2.205,0.5910,9.87,53.03,305.78,283.80
54328069,"       (2022 WD4)",59905,1.434,0.2839,15.52,58.41,2.40,359.17
54328070,"       (2022 WE4)",60800,1.83,0.4448,17.74,230.84,184.62,349.62
54328071,"       (2022 WF4)",60800,1.598,0.2452,29.19,69.38,338.25,83.51
54328072,"       (2022 WG4)",60800,2.613,0.6210,23.61,80.48,277.72,223.18
54328073,"       (2022 WH4)",60800,0.9672,0.1700,14.22,65.64,132.67,76.87
54328074,"       (2022 WJ4)",59905,1.352,0.3240,35.75,236.46,127.01,28.84
54328413,"       (2022 WL4)",59905,1.555,0.3510,10.31,62.58,314.42,17.65
54328414,"       (2022 WN4)",60800,1.102,0.1528,27.95,81.60,125.58,270.92
54328415,"       (2022 WO4)",59906,1.789,0.4653,12.82,245.47,207.60,349.45
54328416,"       (2022 WP4)",60800,1.356,0.2088,23.97,244.99,133.09,225.83
54328939,"       (2022 WQ4)",60800,1.458,0.4524,13.77,232.19,114.86,169.92
54328940,"       (2022 WR4)",60800,1.698,0.4315,7.60,59.69,336.39,47.19
54328941,"       (2022 WS4)",60800,2.844,0.6818,6.18,87.78,54.69,168.02
54328942,"       (2022 WT4)",60800,1.097,0.1684,22.38,61.15,293.12,96.66
54328943,"       (2022 WU4)",60800,0.8771,0.3239,25.23,241.42,314.14,247.86
54328944,"       (2022 WV4)",59908,1.778,0.3850,27.98,248.36,183.33,356.77
54329154,"       (2022 WA5)",59908,1.979,0.7348,7.56,281.13,249.34,341.14
54329155,"       (2022 WB5)",59908,1.08,0.3556,7.14,257.15,271.30,295.51
54329156,"       (2022 WC5)",59906,2.215,0.5133,13.99,61.01,318.23,12.25
54329157,"       (2022 WD5)",59906,1.996,0.5209,1.06,247.37,131.32,11.97
54329158,"       (2022 WE5)",60800,1.525,0.4050,0.96,253.05,220.31,85.54
54329159,"       (2022 WF5)",60800,1.963,0.5195,2.30,49.49,331.68,331.25
54329160,"       (2022 WG5)",60800,1.668,0.4501,12.70,61.03,322.97,61.95
54329162,"       (2022 WH5)",60800,1.36,0.2833,17.84,244.60,230.82,163.33
54329161,"       (2022 WJ5)",60800,0.9531,0.2253,12.06,247.28,304.44,115.57
54329163,"       (2022 WK5)",60800,1.705,0.7138,10.62,97.37,188.54,69.92
54329164,"       (2022 WO5)",59909,1.963,0.4756,12.61,249.74,191.39,354.20
54329165,"       (2022 WP5)",59908,1.718,0.5555,10.79,55.38,77.23,339.01
54329166,"       (2022 WQ5)",60800,1.563,0.4571,9.77,247.43,240.85,64.13
54329167,"       (2022 WR5)",59909,2.211,0.6775,2.92,276.93,225.46,345.86
54329168,"       (2022 WS5)",60800,2.247,0.6102,2.74,61.84,47.96,250.62
54329169,"       (2022 WT5)",59908,1.476,0.2684,34.13,247.26,135.04,22.20
54329170,"       (2022 WU5)",60800,1.08,0.1789,17.34,63.74,101.75,340.22
54329621,"       (2022 WX5)",60800,1.335,0.2367,4.96,86.29,13.32,187.92
54329622,"       (2022 WY5)",60800,1.563,0.3324,6.22,52.78,113.28,25.14
54329623,"       (2022 WZ5)",60800,1.849,0.4785,9.11,74.67,308.38,4.92
54329624,"       (2022 WA6)",59908,1.946,0.5790,5.20,254.02,237.97,341.66
54329625,"       (2022 WB6)",59899,1.736,0.4042,10.28,237.86,141.81,14.86
54329626,"       (2022 WC6)",59908,2.737,0.6283,3.06,156.14,226.68,7.08
54329627,"       (2022 WD6)",59908,1.452,0.3602,9.24,251.24,117.25,25.15
54329628,"       (2022 WE6)",60800,1.071,0.2757,3.28,2.22,176.79,347.46
54329629,"       (2022 WF6)",60800,1.517,0.3729,7.79,56.17,332.80,125.21
54329631,"       (2022 WK6)",60800,1.291,0.2249,15.72,69.16,50.03,197.63
54329632,"       (2022 WL6)",59908,1.169,0.2651,2.25,233.02,113.25,48.82
54329634,"       (2022 WM6)",60800,2.41,0.7456,0.32,297.96,40.38,246.72
54329633,"       (2022 WN6)",59909,1.427,0.3196,21.48,242.84,130.91,26.75
54329635,"       (2022 WO6)",60800,0.831,0.2658,6.32,61.05,213.64,208.46
54329636,"       (2022 WP6)",59909,1.475,0.3242,19.57,250.51,206.02,344.97
54329638,"       (2022 WQ6)",60800,2.523,0.6259,0.55,276.11,115.36,225.14
54329637,"       (2022 WR6)",59905,2.072,0.5533,9.56,60.13,54.57,345.44
54329639,"       (2022 WS6)",60800,1.46,0.2097,27.17,54.57,287.19,192.24
54329640,"       (2022 WT6)",59909,2.119,0.7095,3.99,77.96,75.82,343.66
54329641,"       (2022 WU6)",60800,2.559,0.5069,3.84,234.80,220.87,205.49
54329644,"       (2022 WC7)",59908,1.987,0.4288,3.90,56.33,354.04,4.55
54329646,"       (2022 WD7)",60800,1.635,0.3465,4.92,354.83,83.88,58.73
54329642,"       (2022 WE7)",59909,1.986,0.6392,0.23,282.20,215.81,343.96
54329645,"       (2022 WF7)",60800,1.158,0.2209,3.48,41.34,109.73,281.44
54329643,"       (2022 WG7)",60800,2.048,0.4656,2.33,89.55,341.52,296.35
54330033,"       (2022 WH7)",60800,2.279,0.4626,5.06,35.28,13.37,263.72
54330034,"       (2022 WJ7)",60800,2.58,0.5444,7.99,146.31,282.73,210.50
54330035,"       (2022 WK7)",59908,1.234,0.1328,7.63,70.71,310.71,33.05
54330036,"       (2022 WL7)",60800,1.634,0.3277,16.67,273.28,196.95,39.94
54330037,"       (2022 WM7)",60800,2.454,0.6299,0.89,66.18,36.44,220.92
54330038,"       (2022 WN7)",60800,3.114,0.6977,45.19,243.11,245.62,147.51
54330039,"       (2022 WO7)",60800,1.018,0.0475,19.88,247.74,271.86,44.98
54330040,"       (2022 WS7)",60800,2.067,0.4723,4.57,241.88,199.57,288.73
54330041,"       (2022 WT7)",60800,1.019,0.1958,15.69,248.96,14.26,286.12
54330042,"       (2022 WU7)",59909,1.705,0.4704,1.08,8.04,2.34,18.19
54330293,"       (2022 WV7)",60800,1.572,0.2838,10.31,275.74,192.81,62.89
54330294,"       (2022 WW7)",59909,2.672,0.6022,7.59,234.28,171.76,3.26
54330295,"       (2022 WX7)",59910,1.559,0.3954,25.41,241.29,144.86,15.91
54330296,"       (2022 WY7)",60800,2.545,0.5117,27.13,240.64,107.35,246.39
54330297,"       (2022 WZ7)",60800,1.237,0.1491,12.16,258.95,177.90,269.56
54330300,"       (2022 WA8)",60800,1.236,0.1844,29.88,259.86,108.53,325.08
54330299,"       (2022 WB8)",60800,1.495,0.3091,2.49,74.14,349.13,120.25
54330298,"       (2022 WC8)",59909,1.673,0.4883,22.67,64.81,296.14,21.30
54330301,"       (2022 WD8)",60800,1.048,0.0377,9.05,61.90,319.02,140.77
54330302,"       (2022 WE8)",60800,1.463,0.2556,8.97,253.62,172.80,135.40
54330303,"       (2022 WF8)",60800,1.954,0.4983,2.96,77.67,18.06,311.43
54330304,"       (2022 WG8)",59912,2.018,0.5006,11.35,60.64,346.41,5.25
54330305,"       (2022 WP8)",59914,1.71,0.4317,7.38,79.33,318.56,11.09
54330307,"       (2022 WQ8)",59910,1.975,0.4932,3.90,256.16,117.72,16.58
54330306,"       (2022 WR8)",60800,1.62,0.3912,14.70,77.42,320.30,78.69
54330566,"       (2022 WS8)",60800,1.187,0.1776,1.21,1.60,0.51,6.37
54330567,"       (2022 WT8)",60800,1.855,0.4017,9.45,64.21,50.06,329.97
54330568,"       (2022 WU8)",59909,1.893,0.5647,6.08,61.41,288.53,19.74
54330569,"       (2022 WV8)",59912,2.24,0.5484,4.69,56.03,26.79,355.61
54330570,"       (2022 WW8)",60800,1.67,0.7365,49.58,81.91,159.08,336.88
54330571,"       (2022 WX8)",59910,1.944,0.5033,17.82,63.67,326.35,10.11
54330572,"       (2022 WG9)",59912,2.844,0.6453,12.22,246.48,192.79,357.66
54330573,"       (2022 WH9)",59914,1.252,0.2038,27.79,72.26,31.58,339.44
54330574,"       (2022 WJ9)",59912,1.837,0.4002,9.46,235.58,186.39,359.91
54330575,"       (2022 WK9)",59912,1.303,0.4804,5.43,65.47,97.72,318.43
54330576,"       (2022 WL9)",60800,1.521,0.3388,20.80,245.55,145.86,121.86
54330577,"       (2022 WM9)",59913,2.547,0.5981,4.28,62.55,330.50,7.17
54330579,"       (2022 WN9)",60800,2.258,0.6590,2.32,245.71,115.93,270.10
54330578,"       (2022 WO9)",60800,1.338,0.2135,3.64,158.91,301.19,183.84
54330580,"       (2022 WP9)",60800,0.8994,0.2092,7.00,65.13,222.87,65.56
54330582,"       (2022 WQ9)",60800,1.031,0.1904,3.31,63.03,263.72,192.47
54330583,"       (2022 WR9)",60800,0.9721,0.4082,9.86,246.06,302.02,118.23
54330585,"       (2022 WS9)",59913,2.75,0.6927,19.82,67.51,52.09,352.26
54330584,"       (2022 WT9)",59914,1.899,0.4796,11.80,248.20,157.06,6.82
54330720,"       (2022 WU9)",59911,1.342,0.2274,12.45,66.99,323.82,21.41
54330721,"       (2022 WV9)",60800,2.1,0.5333,3.05,293.63,168.79,276.39
54330722,"       (2022 WW9)",60800,2.222,0.6701,27.95,97.75,221.03,295.64
54330723,"       (2022 WY9)",59911,2.086,0.8270,1.17,56.36,252.42,14.95
54330724,"       (2022 WA10)",60800,0.8658,0.4112,1.40,73.89,213.43,104.78
54330725,"       (2022 WF10)",59913,1.545,0.4215,11.64,243.40,123.89,24.79
54330727,"       (2022 WG10)",60800,2.17,0.4692,5.70,180.31,315.55,242.85
54330729,"       (2022 WH10)",60800,1.445,0.1076,26.27,86.25,282.45,190.13
54330726,"       (2022 WJ10)",60800,0.9298,0.2566,9.80,61.22,235.71,358.73
54330730,"       (2022 WK10)",60800,1.499,0.5598,15.31,310.31,42.77,147.90
54330731,"       (2022 WL10)",59912,1.379,0.1765,25.11,245.76,177.86,3.25
54330728,"       (2022 WM10)",59912,2.517,0.5953,12.10,54.91,334.15,7.28
54330733,"       (2022 WN10)",59912,2.503,0.7633,8.11,67.24,87.65,348.32
54330735,"       (2022 WO10)",60800,1.451,0.3226,0.69,243.19,211.79,126.28
54330732,"       (2022 WP10)",59912,2.318,0.6290,7.47,68.08,304.41,10.73
54330736,"       (2022 WQ10)",60800,0.9387,0.3969,16.98,68.92,121.47,162.78
54330734,"       (2022 WR10)",60800,1.5,0.3898,2.60,237.32,142.77,135.84
54330738,"       (2022 WS10)",60800,1.288,0.3190,8.84,64.55,303.06,269.98
54330737,"       (2022 WT10)",60800,1.453,0.2147,27.86,282.18,207.45,112.15
54330914,"       (2022 WV10)",59915,1.561,0.4751,0.96,53.84,310.95,25.29
54330915,"       (2022 WW10)",60800,1.65,0.2682,29.76,249.51,107.92,97.76
54330917,"       (2022 WX10)",59913,1.618,0.3791,4.20,71.10,0.72,358.09
54330918,"       (2022 WY10)",60800,1.359,0.1090,16.58,66.18,350.81,204.71
54330919,"       (2022 WZ10)",59915,1.729,0.3394,0.95,95.16,333.33,1.17
54331160,"       (2022 WA11)",60800,1.548,0.1630,1.57,222.61,288.08,29.35
54330921,"       (2022 WC11)",59910,1.185,0.2787,2.29,240.31,109.18,46.34
54330920,"       (2022 WD11)",59911,1.258,0.3477,11.34,62.66,279.49,45.29
54330922,"       (2022 WE11)",59911,1.967,0.5176,9.31,245.93,208.38,351.84
54330926,"       (2022 WJ11)",60800,1.169,0.2521,14.34,66.20,292.56,14.88
54330927,"       (2022 WK11)",59910,1.84,0.5431,2.17,255.44,105.80,18.12
54330928,"       (2022 WL11)",59913,1.393,0.3111,27.73,64.35,317.90,22.33
54331169,"       (2022 WP11)",59916,1.966,0.4990,27.65,76.53,24.88,350.61
54331168,"       (2022 WQ11)",60800,2.576,0.6147,7.99,86.40,336.13,212.94
54331171,"       (2022 WR11)",59912,1.46,0.5787,4.57,67.28,263.74,30.58
54331170,"       (2022 WS11)",60800,1.931,0.4647,8.38,275.05,141.33,327.06
54331172,"       (2022 WT11)",60800,1.027,0.2107,8.09,55.24,221.92,257.01
54331173,"       (2022 WU11)",59917,2.184,0.5736,1.04,297.87,184.68,347.48
54331174,"       (2022 WV11)",59912,1.361,0.2397,26.26,71.45,304.01,33.81
54331175,"       (2022 WW11)",59911,1.131,0.4321,6.57,66.73,98.61,309.93
54331176,"       (2022 WY11)",60800,1.33,0.1927,7.91,90.29,295.53,245.15
54331178,"       (2022 WC12)",60800,2.399,0.5517,35.42,91.20,1.18,227.17
54331534,"       (2022 WW12)",60800,2.239,0.4260,6.09,128.35,238.49,289.57
54331631,"       (2022 WG13)",60800,1.098,0.3672,16.07,75.60,118.94,312.73
54331701,"       (2022 WG14)",59912,1.389,0.2513,9.56,68.58,343.26,8.74
54331801,"       (2022 WJ14)",59912,2.197,0.4820,24.12,71.45,308.15,14.97
54331806,"       (2022 WK14)",59920,1.249,0.2117,11.86,73.11,37.70,338.29
54333187,"       (2022 WO14)",59926,2.474,0.5396,28.57,52.62,358.91,3.81
54334002,"       (2022 WX14)",59914,1.448,0.5337,16.15,260.38,19.31,100.64
54334003,"       (2022 WY14)",60800,2.756,0.7988,36.93,156.44,180.78,208.28
54334004,"       (2022 WF15)",59914,1.976,0.5625,3.34,246.43,131.16,12.99
54334006,"       (2022 WG15)",59913,2.486,0.6907,2.26,224.93,131.09,11.67
54334582,"       (2022 WH15)",60800,1.464,0.3671,13.12,358.40,186.43,69.75
54335611,"       (2022 WH18)",60800,1.39,0.2664,2.20,237.89,208.11,160.98
54337030,"       (2022 WA22)",60800,2.822,0.5779,9.73,59.18,107.16,155.95
54354669,"       (2022 WR27)",60800,2.756,0.6474,2.73,57.72,16.80,190.36
54354670,"       (2022 WS27)",59906,1.93,0.4934,12.06,61.04,344.17,4.46
